DTP,20140617,6.00,6.00,6.00,6.00,18
DUON,20140617,1.49,1.49,1.48,1.48,13950
ECHO,20140617,6.65,6.85,6.60,6.85,849392
EFEKT,20140617,11.52,11.52,11.52,11.52,5
EFH,20140617,0.44,0.45,0.40,0.40,642293
EKANCELAR,20140617,0.95,0.95,0.95,0.95,12
EKOEXPORT,20140617,34.90,35.40,34.60,35.00,7219
ELBUDOWA,20140617,84.60,84.89,84.60,84.89,110
ELEKTROTI,20140617,9.40,9.60,9.40,9.41,1120
ELEMENTAL,20140617,2.39,2.45,2.39,2.41,19312
ELKOP,20140617,1.25,1.27,1.23,1.27,9048
ELZAB,20140617,11.61,11.97,11.60,11.88,3498
EMCINSMED,20140617,16.25,16.25,16.25,16.25,1
EMPERIA,20140617,59.40,60.00,59.01,60.00,185
ENAP,20140617,1.03,1.03,1.03,1.03,1
ENEA,20140617,16.14,16.24,15.98,16.09,312342
ENELMED,20140617,10.26,10.67,10.26,10.50,5288
ENERGA,20140617,20.40,20.59,20.24,20.59,1319159
ENERGOINS,20140617,14.52,14.95,14.52,14.95,100001
ERBUD,20140617,25.23,25.50,25.23,25.30,7300
ERGIS,20140617,4.20,4.23,4.18,4.22,5805
ETFDAX,20140617,399.90,399.90,397.50,397.50,35
ETFSP500,20140617,60.50,60.93,60.50,60.93,161
ETFW20L,20140617,269.90,271.89,269.90,271.53,119
EUCO,20140617,20.16,22.07,20.16,21.52,2797
EUROCASH,20140617,42.75,42.99,41.02,42.70,550907
EUROTEL,20140617,12.37,12.37,12.25,12.25,930
FAMUR,20140617,4.85,4.95,4.80,4.85,131044
FARMACOL,20140617,53.00,53.00,52.10,52.96,439
FASING,20140617,19.71,19.80,19.70,19.80,497
FEERUM,20140617,23.39,23.39,23.39,23.39,4
FERRO,20140617,11.83,11.83,11.48,11.79,1211
FON,20140617,1.11,1.14,1.10,1.14,22055
FORTE,20140617,47.59,48.39,47.59,48.02,2547
FORTUNA,20140617,18.95,18.95,18.67,18.93,2014
FOTA,20140617,1.28,1.31,1.18,1.31,33644
GANT,20140617,0.46,0.48,0.42,0.43,777285
GETIN,20140617,3.24,3.25,3.17,3.19,384285
GETINOBLE,20140617,3.16,3.21,3.14,3.15,1301866
GINOROSSI,20140617,2.85,3.02,2.85,3.00,441244
GLCOSMED,20140617,2.15,2.15,2.15,2.15,200
GLOBALNRG,20140617,0.38,0.39,0.36,0.36,441961
GLOBCITYHD,20140617,34.36,34.36,34.03,34.03,1089
GNFIBA0914,20140617,98.40,98.40,98.40,98.40,80
GNFIBA1214,20140617,97.20,97.20,97.20,97.20,50
GORENJE,20140617,21.70,21.70,21.70,21.70,1
GPW,20140617,38.85,38.99,38.73,38.84,13828
GRAAL,20140617,17.04,17.10,16.84,17.05,1650
GRAJEWO,20140617,26.81,26.81,26.05,26.05,201
GREENECO,20140617,0.40,0.42,0.40,0.42,18452
GREMMEDIA,20140617,1.81,1.86,1.81,1.86,2900
GROCLIN,20140617,24.00,24.47,23.29,23.51,13047
GRUPAAZOTY,20140617,76.30,77.48,75.79,76.60,41178
GTC,20140617,8.00,8.15,7.96,8.13,541792
HANDLOWY,20140617,120.10,122.35,120.10,122.00,20345
