STALEXP,20140616,2.60,2.60,2.54,2.56,293806
STALPROD,20140616,210.00,212.90,210.00,212.90,156
STALPROFI,20140616,16.50,16.50,16.40,16.50,861
STAPORKOW,20140616,17.50,17.51,17.25,17.50,6255
SUWARY,20140616,12.85,12.85,12.85,12.85,5
SWISSMED,20140616,0.47,0.48,0.47,0.48,15732
SYGNITY,20140616,16.27,16.57,16.10,16.57,5334
SYNTHOS,20140616,4.53,4.53,4.48,4.48,810866
TALEX,20140616,16.39,16.40,16.39,16.40,101
TARCZYNSKI,20140616,11.40,11.40,11.26,11.30,3832
TAURONPE,20140616,5.29,5.33,5.25,5.33,683822
TELL,20140616,10.60,11.05,10.60,11.05,640
TERESA,20140616,16.98,16.98,16.98,16.98,1
TESGAS,20140616,4.82,4.85,4.82,4.84,8556
TFONE,20140616,5.15,5.20,5.05,5.20,26335
TIM,20140616,6.39,6.39,6.39,6.39,1
TRAKCJA,20140616,1.08,1.08,1.06,1.07,1698919
TRANSPOL,20140616,5.81,5.81,5.28,5.66,1393
TRAVELPL,20140616,4.22,4.38,4.22,4.38,1068
TRITON,20140616,0.73,0.78,0.66,0.77,108145
TVN,20140616,16.00,16.11,15.98,16.00,55070
ULMA,20140616,72.40,72.50,69.06,72.50,70
UNIBEP,20140616,7.23,7.32,7.23,7.32,200
UNICREDIT,20140616,27.50,28.12,27.45,28.12,1800
UNIMA,20140616,2.73,2.74,2.73,2.73,1400
URSUS,20140616,2.37,2.37,2.30,2.30,63573
VANTAGE,20140616,3.20,3.20,3.14,3.15,48879
VARIANT,20140616,2.14,2.18,2.14,2.18,1279
VINDEXUS,20140616,5.80,5.91,5.80,5.90,20253
VISTAL,20140616,15.35,15.45,15.13,15.45,1890
VISTULA,20140616,1.69,1.70,1.65,1.69,109955
VOTUM,20140616,7.40,7.40,7.15,7.40,322
VOXEL,20140616,11.25,11.25,11.10,11.15,734
WADEX,20140616,7.80,7.80,7.80,7.80,11
WANDALEX,20140616,3.23,3.25,3.10,3.23,1188
WARIMPEX,20140616,5.98,5.98,5.85,5.85,1076
WASKO,20140616,2.06,2.10,2.06,2.09,7487
WAWEL,20140616,1052.00,1052.00,999.00,1018.00,1720
WIELTON,20140616,5.31,5.39,5.21,5.39,11352
WILBO,20140616,0.74,0.80,0.74,0.80,1057
WINVEST,20140616,8.57,8.57,8.28,8.57,80
WOJAS,20140616,8.56,8.56,8.35,8.50,4671
WORKSERV,20140616,14.45,14.80,14.19,14.80,6873
YAWAL,20140616,6.50,6.50,6.33,6.50,25315
ZAMET,20140616,4.41,4.53,4.40,4.52,7701
ZASTAL,20140616,1.52,1.54,1.51,1.53,52445
ZEPAK,20140616,25.30,26.20,25.30,26.20,20033
ZETKAMA,20140616,72.10,74.00,70.20,74.00,800
ZPUE,20140616,358.95,360.00,358.95,360.00,8
ZUE,20140616,8.92,9.10,8.49,9.10,1949
INVESTORMS,20140616,3415.70,3440.67,3415.70,3440.67,88740.629
MIS80,20140616,12920.97,12976.58,12920.97,12976.58,15962.326
MWIG40,20140616,3450.89,3488.21,3448.24,3487.73,77387.314
NCINDEX30,20140616,1300.77,1304.35,1270.99,1282.65,784.349
RESPECT,20140616,2721.30,2737.66,2706.86,2735.38,343943.853
WIG,20140616,52340.11,52636.05,52197.93,52618.29,544545.913
WIG-BANKI,20140616,8406.53,8430.16,8406.53,8430.16,136937.952
WIG-BUDOW,20140616,2112.04,2125.60,2109.46,2125.60,4933.492
WIG-CEE,20140616,721.09,721.09,721.09,721.09,8407.998
WIG-CHEMIA,20140616,12074.10,12343.41,12074.10,12343.41,15138.073
WIG-DEWEL,20140616,1517.37,1525.08,1517.37,1525.08,4402.352
WIG-ENERG,20140616,4329.61,4361.87,4329.61,4361.87,52185.441
WIG-INFO,20140616,1237.63,1262.36,1237.63,1262.36,5367.433
WIG-MEDIA,20140616,3750.87,3750.87,3746.08,3746.08,8243.748
WIG-PALIWA,20140616,3229.09,3247.07,3229.09,3247.07,29584.908
WIG-POLAND,20140616,53628.36,53882.45,53628.36,53882.45,534952.392
WIG-SPOZYW,20140616,2726.20,2748.43,2726.20,2748.43,10792.142
WIG-SUROWC,20140616,4029.82,4063.22,4029.82,4063.22,61994.647
WIG-TELKOM,20140616,1051.05,1051.05,1047.05,1048.50,16832.696
WIG-UKRAIN,20140616,358.94,362.05,357.86,362.05,7668.212
